,4_s1,8_s1,16_s1,32_s1,4_s2,8_s2,16_s2,32_s2,4_s3,8_s3,16_s3,32_s3
25,0.7117021868103429,0.0964760223501607,0.08354968979562584,0.08680248731061031,0.6251131249101538,0.10865177567067899,0.11853264732972572,0.2495822537886469,0.6849399271764254,0.21109467117409958,0.11591396598439467,0.046164878496998234
26,0.6396357636702689,0.11012877955248482,0.04820848344580123,0.07917093132671557,0.5678501254633853,0.12671316571925817,0.08634871989488602,0.11902910902311928,0.6778025470281902,0.16680272864667992,0.1530637415616136,0.025536195522076206
27,0.5929928986649764,0.13570628354423925,0.033597783038490696,0.07873524784257538,0.5459975098308764,0.1573207958748466,0.08875750279740284,0.1469310771085714,0.6377542834532889,0.13973734096476906,0.1228934855837571,0.01819602694166334
28,0.561657356588464,0.20212596105901817,0.013619649910220974,0.061675837361498884,0.5142814485650313,0.10755918018127743,0.06504777799311437,0.05240291896227159,0.5697061733195656,0.13295138940999382,0.09148236736655235,0.02843021508306265
29,0.5490541160106659,0.0917715830238242,0.0071519467930652595,0.06887196367116351,0.4606386156458604,0.08043320790717476,0.08541520204591124,0.02613505946570321,0.5378461386028089,0.11510482881414263,0.04664584523753116,0.05845066792282619
30,0.5026696528259077,0.05557627426950555,0.008376627523255976,0.06069643947442895,0.39862266026045146,0.04933039138191625,0.15203671333821198,0.02208323315962365,0.4821541748548809,0.05903585539444497,0.030047194444035228,0.04350706297708185
31,0.44085297459050227,0.028601223749941902,0.01138839755501402,0.0333799920780094,0.4039744766134965,0.047667714424039186,0.11609283697448279,0.027875368483364582,0.46897430639517934,0.05489377951935718,0.06419818593483222,0.03450814619856445
32,0.4036173757753874,0.01890547750027556,0.02476856166398839,0.016509244586095997,0.37158099914851944,0.03410723736803783,0.08718778163586792,0.037072795247168916,0.4324107970062055,0.08897317161685542,0.04095970721621262,0.024652887772964805
33,0.3700792499278721,0.01699989901757554,0.016428860124984856,0.02105749687670093,0.3515731017840536,0.0415711300937753,0.04811836514425905,0.019380474021952403,0.43644071723285477,0.10741739092688811,0.0299695865006039,0.011024163031068287
34,0.33693260895578486,0.016225028881116918,0.014566805213689804,0.019691536325569216,0.3199022843649513,0.03459804720784489,0.036384952744763145,0.007432284201250265,0.4422133361038409,0.1792222410440445,0.07460793646934785,0.006852151017243925
35,0.3281022702392779,0.04246076323876256,0.02883790570654367,0.01903087572243653,0.33520383113308955,0.06052253826668388,0.0241834659521517,0.0027664149437393796,0.4003864934569911,0.1647423976346066,0.0404686023922343,0.007350631003071995
36,0.341660948176133,0.031427125201413504,0.020054934497334455,0.008848655490988963,0.28357836917827006,0.060804205015301704,0.013045007313944791,0.0030014602050773406,0.34551360889485006,0.10344135604406658,0.0208384269652398,0.03765593993624574
37,0.29826610104033824,0.021410856984163586,0.022200011991356548,0.0038874324864560834,0.2422504197610052,0.11058042845443676,0.005991441222201837,0.0023128671240747758,0.30167145948661,0.082317910304195,0.010559450271294304,0.016385992302706365
38,0.24625541661915026,0.014819380925282052,0.10429772288587533,0.002978790223622989,0.1979338714950963,0.1421208642423153,0.003077854794499121,0.0028778236530917255,0.28438348440747513,0.04929081291744584,0.00863615303349338,0.006559831592695494
39,0.2637867472673717,0.015066052468395546,0.1357986048648232,0.005283669685013592,0.17299005075504906,0.12235464587023384,0.00364262434212785,0.001424238536090247,0.259861359470769,0.03968425095081329,0.004640684021930946,0.0037823241130497897
40,0.2515571195828287,0.009189350800098557,0.13315663133796893,0.03162409499361131,0.15750599338820107,0.09655859713491641,0.006575864874512742,0.0011614268572118721,0.22568980486769424,0.02983342787544978,0.003994161967727307,0.002223485158633833
41,0.22047452550185354,0.006452335387860474,0.09120554731864679,0.015719105526314753,0.14998929908401087,0.09576598868558281,0.010049409220779413,0.0008457146468572319,0.20993709250500328,0.015928290441240136,0.0025339001654892377,0.002493175867895939
42,0.25462672114372253,0.005386239334352706,0.09107377184064765,0.011512188718801266,0.13346862910609497,0.0800310674270517,0.0065157798878652485,0.0011096808195457254,0.20287330997617622,0.012486489587708524,0.0018322138471136753,0.001564236054515564
43,0.2268077237041373,0.005617989484514845,0.03973445742342033,0.019576998917680038,0.11133792800338645,0.05710680890632303,0.0033003400741635183,0.000996550532842153,0.18009900340908452,0.011763810229144599,0.0016573946187762839,0.0010190506061342986
44,0.20796909614613182,0.009966369350685886,0.022822960941611153,0.04523001106357888,0.10876588876310148,0.0268485545131721,0.003088925223748543,0.0009165919143829102,0.1720242861070131,0.02254981577004257,0.0029967495785584966,0.0014601757483385307
45,0.17456367847166562,0.019398896121665052,0.018320736634594045,0.047312050959781596,0.09500602966076449,0.013404117161898236,0.004116444162240154,0.0006339887285752124,0.17539837485865542,0.014836927924893405,0.0030392526011717947,0.0020465966908408233
46,0.12961193213337346,0.20836666265600606,0.03186798992713815,0.07823861358491213,0.11331854290083836,0.009560020125814174,0.006880848545973238,0.0006957009716547633,0.17262781136914304,0.008114856765850595,0.0040743537859893155,0.004398590591000884
47,0.10170408848084901,0.2500850170066482,0.01398364755349528,0.08480582954852205,0.12324236843146776,0.010663222472526525,0.039108497127400416,0.0008241142357675065,0.14598411439280762,0.00656841413461064,0.0034848006540223173,0.008118028372624203
48,0.08991282041135587,0.14606170297453278,0.006425838169984911,0.0504523981852751,0.09713650181105263,0.012837546755020557,0.06075113227492884,0.0007006982157595063,0.13984195064557225,0.004649101682987653,0.015458752309266282,0.019683440013690608
49,0.07820572311940946,0.05657413239149671,0.004996364966868178,0.028546567246513933,0.08254594022506162,0.024752633106943808,0.06511000690883711,0.0019648490874954547,0.14657272280831085,0.0036097275656893067,0.02449502756721095,0.014855525437987557
50,0.08108423356162875,0.03238490763071336,0.0027785304210785973,0.03991217323039707,0.07153060483305078,0.012723477361233611,0.026048702334887104,0.005435619325573115,0.135985367000103,0.003477020311708513,0.03570579230099132,0.011230768366275649
51,0.07627634331583977,0.02045032801106572,0.002996666332412707,0.10753688529918068,0.07774306833744049,0.005849395964392706,0.023421630851532284,0.009192109071208458,0.15093581025537692,0.0031545803710622223,0.09034263970036256,0.004042626897755422
52,0.0910220985349856,0.020634833086085946,0.003106368975223679,0.04243206242589574,0.09255736732953473,0.0034380051993617884,0.010294393538252303,0.009588200096531134,0.1392956909380461,0.0026773175310441538,0.08028454411970942,0.002561434221110846
53,0.09652177832628552,0.027434992187313344,0.001627481462875087,0.014369905117507043,0.09954489257774855,0.0032766581954140413,0.008220531671356997,0.031169377144818242,0.12943112771762044,0.004935521656941427,0.049656120374014505,0.0017025015794819123
54,0.1001174142094035,0.028037360697788626,0.002102458408396495,0.006721466914505551,0.07642544100159093,0.004599789371959081,0.008117724749210634,0.19639491623169497,0.09650291816184395,0.034272836509013645,0.030146539995544834,0.0016830380528086895
55,0.12414802355985892,0.024548166284435673,0.0026908036149842175,0.0036450292866088843,0.06325192945568185,0.01172012982791976,0.0036342496138164087,0.3395397623902873,0.06798305342856206,0.12513596290036252,0.04776665409046568,0.0010966421870857869
56,0.07266228195083768,0.10008449769137721,0.0018493936084652024,0.0029595672845301266,0.0563676149437302,0.01206984721418274,0.002098199494771267,0.13720004613462247,0.08351772788323854,0.17853260197137533,0.06588396655493661,0.0007656070014682451
57,0.050412215292453766,0.08835958493383307,0.0011536186548734182,0.0015742062088592273,0.05025810385613065,0.0049416004606571634,0.002579252401023711,0.0724683995113561,0.06798580582988889,0.15790096278253354,0.04108613013829056,0.0005398134465059755
58,0.04014016727083608,0.04417653175953187,0.0009280477243009955,0.0009616730538638015,0.0338267607516364,0.0032471402817846914,0.014382619226939584,0.02653849423912011,0.04917848267053303,0.09063303176509707,0.05441528911653318,0.003920695640293783
59,0.033204595117192516,0.04474904184768859,0.000859451621133638,0.0005330841400121388,0.0382168620432678,0.0024052842667228297,0.0127342169932825,0.009165677493193039,0.045450616039727866,0.077619847498442,0.03481910113049181,0.06599148416180949
60,0.03421572566424545,0.041995794757416376,0.002124079951930693,0.00047191241633539135,0.027670127584746008,0.002455581941543833,0.04799801505807983,0.004667483631668514,0.03785026034242228,0.09447832537913009,0.027863314914468088,0.23241124459003148
61,0.03697816008015683,0.040090885797613544,0.006462633818093883,0.0005050535010492528,0.01913838304187122,0.015582761996866841,0.03151077654604849,0.005336963779930221,0.040715790696834266,0.08125680449761842,0.053733235470166334,0.23273342847824097
62,0.06725035294106133,0.019008085695340446,0.008011337792451837,0.0005518392901745086,0.015878470418484586,0.08048467700810809,0.018894899195354236,0.0024963753469484417,0.08753342485349429,0.03599073943731032,0.07029658663821847,0.12578051654916061
63,0.058460885168690434,0.010626794672326037,0.013513905235174062,0.0003512960699337878,0.012655488950641532,0.07781162818795756,0.011989188037420573,0.0016200453147145087,0.10614600797232829,0.017814999299221916,0.031043844346545245,0.1452076035110574
64,0.10692226671074566,0.006176434359268138,0.02335046616529948,0.00043798334234835287,0.011149063853448942,0.3879222901243913,0.01011755905653301,0.0011453432686577894,0.06646573582762166,0.013168590633492721,0.042782649275307595,0.08024801186432964
65,0.16077984124422073,0.0045880890010218875,0.009688796720614559,0.00034294087488792444,0.011780819953664354,0.2052134247986894,0.005666152978512018,0.0011783104457304273,0.06413254416302631,0.035795925724271094,0.08952860097940031,0.05231559291285904
66,0.19777142609420575,0.003918982123171813,0.006181282456964254,0.0003700466408382023,0.011237135696175852,0.12127617334848956,0.0027595859229270566,0.0009100464797627769,0.08366295263955467,0.017027308429150206,0.16924833486738958,0.030676835584209153
67,0.23221160353798614,0.005042184205529721,0.0048023210960979525,0.00026522620005140965,0.010803385245564737,0.051920003110640926,0.0013035291309566482,0.0014840935212927626,0.07301575866969008,0.008482905276315776,0.15129030084139422,0.047950830751735916
68,0.18556941653552808,0.008406528210463492,0.0037307427264750004,0.00037325243006068235,0.01387262476706191,0.036694422119150034,0.0011387933934058406,0.0021668876870535314,0.044965823524092376,0.012636927360864846,0.05346998268444287,0.10133857936843445
69,0.10224654447091253,0.005249982626226388,0.002968256043172196,0.00039684429449200824,0.014860332159227446,0.036462022285712395,0.0009145572227058246,0.0013231468313422642,0.029552694017949858,0.010396105163779697,0.015949273629016,0.1258829140937642
70,0.07170451903029491,0.0036222482725095594,0.0026689036841210175,0.00028605049240133286,0.01671660137607863,0.015628839744941184,0.0008401489911576439,0.0013272637749507435,0.024224711385996717,0.007107289900120936,0.007109926964499448,0.08191289791935369
71,0.04363073202732362,0.0020181789050662986,0.0038509789814461805,0.0002658322681734142,0.021115683362280067,0.006712583702449736,0.0007447137108293214,0.001451360116908817,0.019855127228718055,0.00472069622360562,0.005763854414812829,0.07129362362780069
72,0.03808581113423172,0.0017948228142861474,0.002074033944058771,0.00030049967570352907,0.019462073564921554,0.00451280789351777,0.0010487842496092383,0.0008578223519419369,0.015361403703297439,0.003457887766049489,0.002918988515279795,0.1071588808768674
73,0.03409319341574844,0.003619309447362627,0.0011231797122347512,0.00034659153530619254,0.048718238935658804,0.007158577319626745,0.0006748972717966689,0.0007626357730355506,0.015178360241024117,0.002234914664816307,0.0023048620695542347,0.057550520783192234
74,0.02036639342182561,0.005402559959819834,0.0007880034252976705,0.0010533996116320946,0.06882274582197792,0.006644675030225986,0.00088953504363369,0.000739078650152997,0.013905336590189683,0.0018790415181827388,0.001252241080357252,0.018566187177049488
75,0.013201490926899408,0.007491344794336902,0.0007633055073184598,0.002343851680818357,0.05302658941792814,0.010482264045429858,0.011359438232734408,0.00043819598182668224,0.009768270789400527,0.00172193648024021,0.0010074678713480306,0.004206848661660364
76,0.012870859599819309,0.008807497803660991,0.0005022621174391947,0.002438848473646335,0.03769626252745327,0.010180384288296887,0.13510291866566004,0.00046541147534490416,0.008747533551956477,0.0017460300709660117,0.0008988341034733151,0.0017950137783037988
77,0.01434724868618344,0.0339104119614747,0.0005766871464928906,0.005089713306484842,0.021387532745537004,0.006999529064878037,0.1222667781342017,0.0003959782280665087,0.010049851072069845,0.0016937961979573103,0.0010434887831491466,0.0015259838669168715
78,0.014039652667155391,0.03354467118256971,0.00042724476799393366,0.016515317323960756,0.021318873586623294,0.010897266029037143,0.06404253046371434,0.0005782509964008472,0.02430859404174905,0.0015147091655403767,0.002211485508412711,0.0008637008906685208
79,0.03780885295648324,0.029763087924373776,0.00044602887416993707,0.012264123541842165,0.03870056924949351,0.00830775963779735,0.03568930355341811,0.00031863688491284847,0.18657522756410272,0.0018008739632358285,0.005331490394095645,0.0030634612975470525
80,0.04062460059005963,0.0396305810366022,0.0008536039431898022,0.10747215676268465,0.06910004123653236,0.0040365758437761355,0.043273097051209526,0.00032655866188609873,0.27482949589428146,0.0013991432772998355,0.02033629848033582,0.00385510238304146
81,0.04467344107596498,0.04084772253899198,0.0006858252837494211,0.24308819245350988,0.053831041251358236,0.002875748985005837,0.023349377130599397,0.0002734460791352352,0.28259757082713277,0.0011861387817924353,0.00948762521147728,0.0021405932340329806
82,0.038657784069839274,0.08737797221462977,0.000415456704917903,0.21929113174739637,0.06357689535147265,0.0030906696215664085,0.009518892001850824,0.00045263679547995135,0.2682784670277646,0.005682955131449394,0.005727137549241122,0.0016454221009840502
83,0.021543761617258975,0.11859434490141116,0.0007911464360260748,0.13769847076190145,0.07422878769667525,0.002228566935580028,0.014313069374398574,0.0004621428739291763,0.21869250818302757,0.1335204452227213,0.0026045411298247544,0.001007443900514198
84,0.012618883047252893,0.12659838227064987,0.0032294631696698304,0.03147528310747523,0.09836072729606378,0.0021927702350934084,0.01046081142205941,0.0009005278989207,0.12234266847372055,0.14829522253651367,0.0013421573461719642,0.0015305599586817582
85,0.008479771841513483,0.09132027586824015,0.017331307435310202,0.008392973839746494,0.07230393363064841,0.001388248160334402,0.003702896371434786,0.001060602074415472,0.07663355395197868,0.17180620035842845,0.004068347999188853,0.0038384919753298163
86,0.007845492151222731,0.05155090821024619,0.2165693295629401,0.006901557600174688,0.05130832710940587,0.0013782896781585326,0.0016322548648244456,0.0005864397259612911,0.09936559945344925,0.06632721345675618,0.009688149218594557,0.0009210586017855492
87,0.005621890831542642,0.050586541477394734,0.35820113122463226,0.03693851755049668,0.034624924785212466,0.0010551761431423458,0.0020882710569391123,0.00033468412890981297,0.06935350449853822,0.023594318791047522,0.006307319394851986,0.000589776528374243
88,0.005438308648176883,0.026525087311471764,0.17057590029741587,0.01871347978809162,0.022285282170694126,0.0011411503625200375,0.0042617954895831645,0.0003667875372277769,0.03893089902244116,0.014349815239639659,0.0019816618909029977,0.00041659829807222674
89,0.004453108523433146,0.012563681009372598,0.16064383756173284,0.05052843743837193,0.01868509025754113,0.001086399384994844,0.0020318823088401636,0.00033719322527758777,0.028579773822505223,0.008032815518641942,0.000915519341728405,0.00038705807635683174
90,0.004450436730525996,0.007150119844529974,0.07266580401674698,0.04092539839544579,0.04432340922128213,0.0009851520237708954,0.0007059357318978169,0.00031218001095112413,0.016009355110949593,0.004013465668417905,0.000780675891100576,0.0002929461732396464
91,0.0045887236605937545,0.004664253596657593,0.03768143930325383,0.04797616375512198,0.06335964691089957,0.0008528897275314911,0.0006334934801806843,0.00032186766513500755,0.012273916729578846,0.003278386399247929,0.0005937896325792137,0.00039769885188434273
92,0.004775878238050561,0.004204595369580937,0.04156424163987762,0.04289860739127586,0.04306568019092083,0.0012270296819655126,0.0005264285167581157,0.0003306234062428733,0.012768174325557132,0.002215159903770607,0.0020245019894853038,0.000294054993183205
93,0.005721800396905134,0.0032600903528203305,0.0152330782362505,0.02971934223253476,0.056050875567291915,0.0012673896149192985,0.004721893317764625,0.01232560159443988,0.009869327450073078,0.0026768122762931804,0.0014239795196580847,0.00023315861701695738
94,0.009705788700988418,0.0020025086981293404,0.012569072215180648,0.008475356306390543,0.060246326911606286,0.0012301811335706397,0.038992896529012604,0.3207524516864827,0.007864526497494233,0.027948800918621647,0.001234770847459961,0.00031268872752614126
95,0.008139693006677063,0.0014399715245848423,0.05200193284422552,0.004887830490540517,0.05786660735152269,0.0009463340699623682,0.021915616320544166,0.2321355617360065,0.00784815740036337,0.11064921888081651,0.0010153209089031933,0.0006725925923092291
96,0.007229900134629325,0.0020915753342897483,0.021600111926856794,0.005109053861815482,0.032010941079964765,0.0007536672729704725,0.014998893045183075,0.24064518040732333,0.007156803909885256,0.06013253316479294,0.001030456431755355,0.0018198531370695779
97,0.011230863250890061,0.003618820233417577,0.031293033254577926,0.044109117619595246,0.021628238996000665,0.00080328164040111,0.034498467134605894,0.15015628933906555,0.00713869551882932,0.028412835059785528,0.0012671681140904855,0.006696627666793862
98,0.009047286560464846,0.002040956000870976,0.02985528699661556,0.015654484477923496,0.011723131529594722,0.0010980236907734682,0.1533859972106783,0.06835266089949169,0.0063315250567699734,0.02422303934336493,0.0006780614800702192,0.0034039361328866923
99,0.005899244380232535,0.003753902396726373,0.04819529028119225,0.008352734228154938,0.007724081533715913,0.0010572645283230628,0.0940313180418391,0.0216382716929442,0.006403707654068344,0.014166407814053329,0.00044443161842584803,0.0007060817657283655
100,0.004241286825976874,0.029618996881732817,0.014899135861349734,0.0038856412284076214,0.005618125947780515,0.0009288985625301537,0.03577226405277064,0.006770282309796465,0.013239241499257716,0.008373239996695989,0.0011046145955333486,0.00046424921234383394
101,0.0038995804926870684,0.01436978589596325,0.006612937535943561,0.002623088029825962,0.005972618273900528,0.0010570665610047352,0.015844487609635843,0.003281346638686955,0.0805337505513116,0.01108842499946293,0.0037682588039100857,0.00048168678231855954
102,0.003887620337895657,0.02038413457768528,0.0067448636614962625,0.002649137554200072,0.008244736757325498,0.0009375292268630705,0.008310206050641443,0.005405109994554598,0.045778226548511734,0.011002570929888048,0.04553129501934899,0.0004285402790532987
103,0.005417338315103399,0.03566110381660493,0.018509107807308044,0.005395934439117187,0.004944255354961282,0.0034184072237143197,0.006695056824307693,0.01818903764146135,0.031998390625966225,0.008292893560505226,0.08937220991049942,0.000327200850159371
104,0.003988788450921052,0.03128879213411557,0.007333876301632508,0.002006621449254453,0.003998056630064782,0.02978952746764806,0.002736849347313278,0.012838841324034882,0.05047208041344818,0.0075741000412228076,0.0532860064535941,0.0004606073657908526
105,0.0035148606586613155,0.021188696699314995,0.01182736752334198,0.0006965973696328307,0.0038251593267839205,0.044049951689023724,0.0012770559114869684,0.0426319621098963,0.04092453655443693,0.0028505494180870684,0.06439861340301209,0.0002681005517890873
106,0.0030875882550485826,0.1264560970134641,0.061743539077916035,0.0006603445738284407,0.0037046085528441167,0.1541100202226325,0.001030771867494638,0.027790432109644537,0.051780103607789466,0.0018880877147526725,0.04660959043049891,0.0007658595560841556
107,0.002969806964852308,0.16010874588238566,0.045056100469082594,0.0006822324426856971,0.0035764732594160656,0.11965282888788926,0.0010759964827325586,0.09004109460664422,0.029779630370045964,0.0021051546148220567,0.030717132735605304,0.000394597424785484
108,0.019671589350572935,0.11104028809227441,0.026910371833333845,0.0008140154677676037,0.002720077215742908,0.07654037522642236,0.0005997414256470572,0.11218826825681485,0.012478775687907872,0.0035081458565975098,0.03428301955328176,0.0002960888492740004
109,0.3333543295923032,0.04303530471301392,0.04722673543973973,0.00046788062364181603,0.003094061437111936,0.0885745927103256,0.00045548813068307936,0.05077997830353285,0.008667264427793654,0.007217635290305081,0.05097657667570993,0.00022777875251210245
110,0.2816330892475028,0.052657790089908396,0.0473193481172386,0.003967323006547399,0.0026227999417307345,0.06358253171569422,0.0009543415707364483,0.03670874537017785,0.006810870291175027,0.014030439141941698,0.04585922779025216,0.0005595087802104995
111,0.23296732141783363,0.06997567640715524,0.024867705093990815,0.015532125905768848,0.004603040876406196,0.05859067163577205,0.0006527920279615117,0.015794473455140467,0.005342568908082812,0.07046594605536054,0.043342677043064645,0.0005388819244169434
112,0.22552263070093959,0.03460683193253843,0.06349047180265188,0.01663782438998552,0.015686303940846733,0.07981901238427351,0.0016169238844763879,0.006225720850603753,0.004310430346154853,0.10146198323682735,0.06343439015510835,0.0005800341275875996
113,0.1323459195463281,0.013410687642662148,0.1360227073493757,0.012313135691281212,0.00792520713845366,0.05502834651423128,0.0017954069373540972,0.004337578056086051,0.004131693294958065,0.07130918244978315,0.0348517680295596,0.0007617694936925545
114,0.13848408939022766,0.007240696405795844,0.058814569082307186,0.03003307732165252,0.004215797544211934,0.01664679693548303,0.000646906717999005,0.0020444824507361964,0.0037866271051921344,0.09121509004188211,0.07025648766246281,0.0013678449812639308
115,0.08940098219011959,0.0028905837159407767,0.140438695879359,0.02783169158072652,0.003228513683241449,0.00973635159530922,0.0004906534503740994,0.001261894741267162,0.004323008605033944,0.10642614392073531,0.10163778561706606,0.004515950675244983
116,0.08345342505919306,0.0029011168700986004,0.06630365021134678,0.026156757982741845,0.0029450884566789397,0.005847903348407463,0.0012302380652583547,0.0006546308378394889,0.004103651564372213,0.06054569457314516,0.08122028253580395,0.004530042802032672
117,0.07536191061923378,0.005379226567272685,0.03125931592167992,0.03734088796926172,0.0026352731388454374,0.011443073579453324,0.003495939171683092,0.0005990626714743772,0.0047533880845692595,0.035936240498956884,0.038998404958922615,0.032132211116779795
118,0.062124102915588175,0.007650432789600209,0.012039972775566735,0.016989123407065085,0.002450500731356442,0.1903564853495673,0.006731586245893452,0.0008722689564915766,0.003478167235459152,0.05576875403915581,0.04268606913913237,0.012827531520375296
119,0.05354274299583937,0.0024966307376560414,0.0058898623223955695,0.007220086494558736,0.0024670508604398684,0.08240526836169393,0.0055925250849931645,0.00043281601469253043,0.0037240864966358793,0.02151107489082374,0.011034072548347084,0.005800117781434797
120,0.028014824480602617,0.004246276356034765,0.005294363339137482,0.007516442332416773,0.001887624341945507,0.03176699965996178,0.006126504651834502,0.0004267951528737812,0.003858058351876312,0.02797477783047055,0.005460587293399792,0.001807068067137152
121,0.014801005195630225,0.009347503456458645,0.0020232931925228946,0.006857047868451397,0.002964976605174965,0.030775871519979677,0.006073834824890487,0.001485333076408623,0.0055476820562034845,0.012122516728643524,0.0037932691415526756,0.0008124920928630194
122,0.019926370979335747,0.003774659971608535,0.001918130252498055,0.003482308087098461,0.00296244727398612,0.08420136487601619,0.004041829679504429,0.0010836607673952944,0.006581897933134123,0.007195950798249166,0.001998558968281079,0.00046544373157973354
123,0.010707871620788387,0.002101459659905614,0.0024527065290481246,0.0006939256410604637,0.002090202681230087,0.047946281437026825,0.005996280392680906,0.002205828684198327,0.007973371955909227,0.0030131197938891617,0.001028034234064092,0.00041640997790780504
