Epoch,4,8,16,32
0,1.4319456376527484,1.407576887231124,1.3991459357111078,1.4547859493054842
1,1.3826437121943425,1.3773947389502275,1.3609423198198016,1.3816369207281816
2,1.3746737053519802,1.3658200690620823,1.3279992216511776,1.3736395333942615
3,1.3643964215328819,1.3472072137029547,1.2511409960295026,1.3613876606288708
4,1.3326156955016286,1.3013313255811993,1.1934297837709125,1.3449026910882247
5,1.309073247407612,1.263156715192293,1.131492163005628,1.2904180852990401
6,1.2680638840324001,1.2273760657561452,1.0684216367570978,1.2476111023049605
7,1.2413775042483681,1.1749961156594126,0.9805811329891807,1.2309016742204364
8,1.2173192438326383,1.1306593857313458,0.8427473463510212,1.142688556721336
9,1.1692025598726774,1.0724395011600696,0.7997431723695052,1.0753102396663867
10,1.1399549998735126,1.029629249321787,0.6877586151424208,0.9969788664265683
11,1.0883566956771047,0.9513377923714487,0.5602760001232749,0.8884102262948689
12,1.0414283087379055,0.8976484505753768,0.4931699429687701,0.8252295098806682
13,0.9892519147772538,0.8433337023383692,0.3972000511069047,0.6700617451416818
14,0.9605687448852941,0.7919713697935405,0.2675434554878034,0.5226009378307744
15,0.9074622863217404,0.6478559108156907,0.20878233486100248,0.4873508340434024
16,0.8451404195082816,0.578453779220581,0.17822247665179403,0.27822750414672653
17,0.8406486228892678,0.5485026695226368,0.15352377609202736,0.19650385568016454
18,0.7792950680381373,0.4379967545208178,0.11275113060286171,0.29903992618385117
19,0.7039635463764793,0.36128382149495575,0.07895721161836072,0.2928087272142109
20,0.6733283933840299,0.3288955382610622,0.05372431462532595,0.14646134407896744
21,0.6482390228070711,0.27172953204104777,0.17384227698570803,0.06519338410151632
22,0.5832560595713163,0.2778884023427963,0.10957313368194982,0.03584951525063891
23,0.5782964511921531,0.24206143382348513,0.10585164788522218,0.038060070260574945
24,0.5164092920328441,0.19401060829037114,0.043616615137771556,0.05332648989401365
25,0.4854002908656472,0.1680965815719805,0.027919995598495007,0.04727956378146222
26,0.4459738307877591,0.14770444600205673,0.013767918228710952,0.02153268240784344
27,0.41591641620585795,0.1561621019714757,0.011722213564146506,0.017100009184918906
28,0.40575707429333735,0.1558314695170051,0.011135249864310026,0.03541198176772971
29,0.39118149562885884,0.13845754179515338,0.010258009265127935,0.02857315084455829
30,0.3355665889225508,0.13226601559864848,0.021158308979417933,0.02420901690952872
31,0.3017176279896184,0.07157149244295924,0.04652176268006626,0.015251655180595423
