Run,Subj1,Subj2,Subj3,Subj4,Subj5,Subj6,Subj7,Subj8,Subj9,Mean_Run,Mean_Run_PM
1,65.97222222222223,35.763888888888886,72.56944444444444,46.875,38.19444444444444,46.18055555555556,63.541666666666664,66.31944444444444,67.70833333333333,55.90277777777777,55.90
2,50.69444444444444,34.72222222222222,58.68055555555556,42.013888888888886,25.0,43.05555555555556,50.34722222222222,55.208333333333336,62.84722222222222,46.95216049382716,46.95
3,65.27777777777777,33.68055555555556,70.48611111111111,52.77777777777778,44.09722222222222,52.43055555555556,56.94444444444444,63.19444444444444,62.84722222222222,55.74845679012346,55.75
Mean_Subjects,60.64814814814815,34.72222222222222,67.24537037037037,47.22222222222222,35.763888888888886,47.22222222222223,56.944444444444436,61.574074074074076,64.4675925925926,52.86779835390947,52.87 +/- 4.18
Std_Subjects,7.044038914214324,0.8505172717997127,6.115668895195789,4.401192903201747,7.983594611565063,3.8975597778895223,5.3866093880648585,4.678560863751789,2.291549753845291,4.183462059948038,
