Run,Subj1,Subj2,Subj3,Subj4,Subj5,Subj6,Subj7,Subj8,Subj9,Mean_Run
1,29.51388888888889,24.65277777777778,26.041666666666668,26.73611111111111,27.083333333333332,28.125,24.65277777777778,29.51388888888889,37.84722222222222,28.240740740740744
2,31.25,22.22222222222222,24.65277777777778,25.34722222222222,27.430555555555557,29.86111111111111,25.0,32.29166666666667,40.27777777777778,28.70370370370371
3,28.819444444444443,25.0,27.083333333333332,26.041666666666668,29.86111111111111,28.819444444444443,26.38888888888889,30.555555555555557,39.23611111111111,29.089506172839506
Mean_Subjects,29.86111111111111,23.958333333333332,25.925925925925924,26.041666666666668,28.125,28.935185185185187,25.347222222222225,30.787037037037038,39.120370370370374,28.677983539094654
Std_Subjects,1.0221945447138716,1.235772945836958,0.9956394985003033,0.5670115145331432,1.2357729458369573,0.7134738429362241,0.7500857289823912,1.1457748769226483,0.9956394985003044,0.3469839908238682
