Run,Subj1,Subj2,Subj3,Subj4,Subj5,Subj6,Subj7,Subj8,Subj9,Mean_Run
1,25.694444444444443,22.916666666666664,28.47222222222222,29.51388888888889,29.86111111111111,27.430555555555557,21.180555555555554,36.45833333333333,37.15277777777778,28.74228395061728
2,25.694444444444443,24.305555555555554,24.65277777777778,27.77777777777778,27.083333333333332,28.47222222222222,27.083333333333332,37.15277777777778,38.54166666666667,28.97376543209877
3,26.041666666666668,26.041666666666668,25.34722222222222,25.694444444444443,26.38888888888889,28.819444444444443,24.65277777777778,36.11111111111111,38.88888888888889,28.665123456790127
Mean_Subjects,25.810185185185187,24.421296296296294,26.15740740740741,27.662037037037038,27.777777777777775,28.240740740740744,24.305555555555554,36.574074074074076,38.19444444444445,28.79372427983539
Std_Subjects,0.16368212527466508,1.2783982658781565,1.6611921405564027,1.561427958707413,1.5001714579647822,0.590164295554719,2.4222742519046707,0.4330621975432824,0.7500857289823928,0.13114762123438334
