Epoch,GausAug,FreqAug,Baseline
131,0.010792417869915402,0.113311189569925,0.00019948937322049844
132,0.01525822960109891,0.0738713888353423,0.00020584445462047465
133,0.07093231223131481,0.023919249639699335,0.000322612884797548
134,0.07458209040525712,0.006678071007818768,0.00023321539705839793
135,0.11600032223290518,0.0015517400491884665,0.00017123173299631546
136,0.16905033784477333,0.0015709724791936185,0.0001247205898260673
137,0.10170064361667946,0.0026614170760455493,0.00011803757661255077
138,0.032279564950026964,0.0016334261929028128,0.0014730546955481834
139,0.008484559685089871,0.0031138982173472053,0.006490399789886157
140,0.004325504886525634,0.005735875879365362,0.028102386729044252
141,0.0028764678128553847,0.004885482108588086,0.21932684443891048
142,0.0011857811477966607,0.003527651010938969,0.127914259014161
143,0.00094616156849569,0.0010533384798021104,0.044360603769554904
144,0.0011934960662313785,0.0006248311945359761,0.01550143590736154
145,0.0019673575880005956,0.000371142755427986,0.0050937357591465116
146,0.0034842432482707266,0.0002535742912043229,0.0021888441161105505
147,0.012213675853624744,0.0005582766331683256,0.000811321688448324
148,0.005473044431327205,0.0002438724190333711,0.0011445432028267533
149,0.0024162129921023734,0.002890888583926043,0.0016315527257239936
150,0.0019364398398657183,0.10501346778198097,0.0009426345342561897
151,0.0035738281501261028,0.06336224794779953,0.0008110054975412296
152,0.0016223940581671502,0.014649561532822094,0.0013470697403566813
153,0.0010664179602539853,0.01506621351367549,0.0034703002786141282
154,0.000593921279160943,0.009100019628500664,0.006234065381393425
155,0.00047676104019812654,0.011014524510277337,0.04905671691276917
156,0.000491857727817995,0.014960474475581003,0.03321436660266236
157,0.00044186518636323805,0.005689754141617175,0.022561849523825867
158,0.0002090178884253347,0.006206431340328173,0.00712566108344809
159,0.00026463604368281697,0.001721001593212254,0.0022185847598226054
160,0.0003117872599288699,0.00046016854149025964,0.0021713111950942363
161,0.0002530905554809387,0.0008989178627655891,0.0007780926213232114
162,0.0003692550193303951,0.0008407022182118931,0.0005148128532853566
163,0.0004375597081410601,0.0003778292187857197,0.00029350769718324666
164,0.0002775932503266775,0.0011427049891943554,0.0003215919404235472
165,0.0008303464438588554,0.002601633223668231,0.00024015208978916665
166,0.000621376915277276,0.0069814850177959,0.0002543811677146311
167,0.0011112109653032875,0.00592026915585034,0.00017314494662538268
168,0.0005760329069361385,0.003169763168491619,0.0024793322529723426
169,0.0002489772387458575,0.00196786612995263,0.035433439092134665
170,0.00028329976301297153,0.0004437025778124256,0.06547702113656621
171,0.0002774849005953384,0.0025334753989131728,0.03811285721971408
172,0.00035897637089395796,0.029755456634264096,0.01990506392413456
173,0.0003587893703584804,0.0911128463248085,0.012558519840240479
174,0.0005032972644824584,0.030015198054331307,0.00992690348740373
175,0.0001707391711534001,0.008983834940744074,0.05873644267404942
176,0.00013620501627692168,0.0022058902571811096,0.0556539478466699
177,0.00013582327416148283,0.0008290474200437434,0.03882029115859615
178,0.0001856324185945069,0.001841285056894106,0.04878744894736692
179,0.006130371995631752,0.00441760165267624,0.025145675463136286
180,0.13530616677905383,0.003050337410777023,0.005686636150226389
181,0.12396167826495673,0.0041065159220076905,0.0036009042248080826
182,0.0949189237465984,0.0032146104786079377,0.0013224187538358628
183,0.10776394997772418,0.0012535143851939786,0.0006850726571620294
184,0.054562489355081005,0.0005337932142490325,0.0011767929812010966
185,0.07709647881749429,0.000702053827760545,0.0006519254300081613
186,0.05039480240329316,0.0005720526218953493,0.00028767232479846204
187,0.06198229817183394,0.0002528825747216807,0.0007472784292124407
188,0.045393813450477626,0.0001956595053917753,0.000622631593279565
189,0.04202143794023677,0.00021485265077851516,0.0007869229011703283
190,0.0651979713063491,0.000195240910359548,0.001156986660422071
191,0.0318813961930573,0.00016083087432075684,0.0005048986809254673
192,0.05260185064061692,0.0001388505820374887,0.00024257696962817326
193,0.03443615584585227,7.984284150696017e-05,0.00021786885133080527
194,0.014316120148195248,7.772604179703386e-05,0.002469547617932365
195,0.0063285036686513765,0.00017315477395497605,0.008989096415461972
196,0.0030256841870907104,9.486626348868748e-05,0.011284537185642157
197,0.002855277903635349,0.00011440307820234203,0.007657165772367367
198,0.0014155190729070455,6.43643457136166e-05,0.09654454524187665
199,0.0012564911173141905,0.00014734492948551443,0.08017129039293841
