Epoch,GausAug,FreqAug,Baseline
0,1.4602379171471846,1.468593773088957,1.4312746336585598
1,1.383444346879658,1.3823777437210083,1.386038899421692
2,1.37985444696326,1.390521632997613,1.368915124943382
3,1.371472678686443,1.371637739633259,1.36481899964182
4,1.35048550681064,1.3582245613399304,1.340569722025018
5,1.3106541382639032,1.3167745439629805,1.290180055718673
6,1.2555083350131386,1.278486916893407,1.2636042896069979
7,1.2241760429583097,1.1892372181541042,1.2000993301993923
8,1.1605566426327354,1.1465908916373002,1.1329202463752346
9,1.0772911749388043,1.0323691964149475,0.9891536361292789
10,1.0083254701212834,0.8878541871121055,0.9251441547745153
11,0.9341746443196347,0.8292196706721657,0.7899440464220548
12,0.843309035426692,0.7724059224128723,0.6799236379171673
13,0.8083903318957278,0.6396711249100534,0.5877696150227597
14,0.7024130821228027,0.5000978222018794,0.433602522862585
15,0.5998669203959013,0.3524493449612668,0.33696590285552175
16,0.5075006500670785,0.3631139593689065,0.23701546615675875
17,0.3864688339986299,0.28311794839407267,0.28002140788655533
18,0.3703564405441284,0.2338304982373589,0.25468347103972183
19,0.33361921106514175,0.13218652692280317,0.15236794281946986
20,0.25474556104133006,0.1438252159247273,0.09329542017688877
21,0.18205365891519346,0.11208638823346088,0.05909525661876327
22,0.12287238004960511,0.15332191104167386,0.0363479737976664
23,0.08777606526487752,0.19846123966731524,0.03768780219711756
24,0.0794436996312518,0.08801298088541157,0.06533207401241127
25,0.07126100498594735,0.055160939301315104,0.04433517579577471
26,0.12825759010095344,0.03419067377322599,0.018180855280278546
27,0.15607768806972003,0.029224935845520935,0.010592566839860458
28,0.13917829174744456,0.05370714348789893,0.008165744513175205
29,0.10350364868186022,0.06218273937702179,0.00585692155321962
30,0.10621897072384232,0.051116858461969776,0.007279080534844022
31,0.06951354816555977,0.07644138642047581,0.019378840139037685
32,0.038220313377678394,0.056624158040473334,0.048617526459948796
33,0.03508744403523834,0.09415588214209206,0.09573620636212199
34,0.01763076680761419,0.04168985409073924,0.17507903571975858
35,0.010973842643005284,0.016719554379386336,0.17708229038276171
36,0.005744203851607285,0.007912721656458942,0.08381165877768867
37,0.0031662876840288703,0.00470600831077287,0.046245728864481576
38,0.0016649071353879805,0.0069043909346586775,0.015118833508734641
39,0.0019196349833356706,0.018304399116651007,0.006304514667901553
40,0.002298205946939752,0.12450613505452086,0.00691749567876717
41,0.0016819827601705726,0.10228918061444633,0.0037645392095376003
42,0.0014093700202034885,0.07920714291302781,0.0020337781384832374
43,0.0034770661915995574,0.08008571998461296,0.001957542017886513
44,0.014012044056710837,0.03131387833701937,0.0016668167204203967
45,0.011547160040783254,0.03077407627317466,0.0017522832341982347
46,0.12916410253628305,0.01755662358022834,0.0008975732320993158
47,0.14968854130098694,0.010244582583637614,0.0008166990622780041
48,0.21263132832552256,0.010020254228852297,0.001059931405746427
49,0.11076913185809788,0.006914687836175098,0.0009408335746756118
50,0.05490872417086441,0.035746415409161465,0.0005464126267102792
51,0.041651204424469096,0.06454624206219849,0.0006510532310992284
52,0.03238159530845128,0.05838708922659096,0.0006559006394940967
53,0.11028692665460862,0.022106970170218693,0.0003659497643208229
54,0.06087216479997886,0.016212305005051587,0.0004143663015719013
55,0.03481169642978593,0.0213926685728917,0.000985233246434578
56,0.01629612219863032,0.010482188399979159,0.0009831683373225754
57,0.007747561388992165,0.003440931035009654,0.0015109981131421304
58,0.004680431156884879,0.002250010931962415,0.009087775250296354
59,0.002396326469208457,0.0011455409081750794,0.004768545972183347
60,0.0018452296039628748,0.0009153191563918403,0.002988857992214004
61,0.0013787375401558453,0.000631161055552136,0.002851483277290275
62,0.0019926141831092536,0.0006758176727759603,0.0033881498077933335
63,0.0019841567953239733,0.0004016985487971014,0.022071908975608255
64,0.0033834290899042237,0.00042815747254184986,0.05239341496244857
65,0.001955728443327213,0.0004848931413634043,0.07785149075483021
66,0.0017614249863024604,0.00036317878096413453,0.10041460571320433
67,0.0018995051290594826,0.00029832650417167887,0.10619218137703444
68,0.006923041306436062,0.004174735704605394,0.22328015299219833
69,0.004512104404918654,0.034060272988618204,0.08345077206429682
70,0.0016180290855883964,0.020048553197595635,0.08176045325633727
71,0.0012846874336614029,0.013384305921040084,0.16743415398033043
72,0.0009212015812456803,0.06305214566926129,0.09953816538970721
73,0.0005068056642286185,0.25902876826493365,0.034833262772544435
74,0.000358693997871964,0.08479258810219012,0.017304847813456467
75,0.0009421386693199901,0.04615113835193609,0.005065229678477503
76,0.0011401385747472216,0.012778907168754622,0.0025455910210056523
77,0.0007140685330868061,0.025821143332378643,0.0025394358917286523
78,0.000559939772325666,0.1587185811704809,0.0013023688929694657
79,0.00043364762371454974,0.16442643282444855,0.0009833541254537475
80,0.0005061500330492364,0.04505249250092005,0.0007394007897298587
81,0.0003503991519162235,0.022012013231257076,0.002761322369272085
82,0.00041257547854911536,0.01091010734978083,0.0034781252677356335
83,0.00030896198165321137,0.01480063737223023,0.0014552168983132823
84,0.000952562597950945,0.004335275710266279,0.0007658193338245742
85,0.0005746549075794112,0.002314841102097968,0.0005361881531395116
86,0.00047319682581521764,0.0019759881389817516,0.0007540703150688818
87,0.0006869706496792404,0.0007308612985070795,0.0010212569192701363
88,0.0005888548774620224,0.0003950221794902494,0.0008335106823850717
89,0.0005980984025977944,0.0005709022983577789,0.0004479777677548363
90,0.0017385312109438114,0.0009074684862035179,0.0005489962250545719
91,0.02934057277544573,0.001613467373413426,0.00034616135694944347
92,0.05245282529779759,0.005451907537032017,0.00047666646959872817
93,0.14443079950778107,0.043684596670668964,0.0007354104837807091
94,0.19991608709096909,0.027883112528606466,0.001320835300966313
95,0.1167646856292298,0.01120209620383225,0.016234904887632615
96,0.04823210727619497,0.03394461371690819,0.18757424562385208
97,0.03806008986736599,0.023382807714178375,0.130938266649058
98,0.02968539297580719,0.012188296256537893,0.052573910473208675
99,0.03830533665849974,0.005604582906112467,0.039355274853541664
100,0.05529031240822453,0.00654770808269907,0.0923270441003536
101,0.1806990121932406,0.004489778102939262,0.04037124908676273
102,0.132047086561981,0.004067180589405133,0.07022597704474863
103,0.07675068903910487,0.0031057483804608254,0.07313723940598338
104,0.03457745515104187,0.0011863722259141994,0.039281596429646015
105,0.016453739819361976,0.0005480697168662262,0.03910593281647092
106,0.005228697015952907,0.0003772999066553128,0.012872386454163413
107,0.0027034761855917935,0.00021485498559501904,0.004601231420804795
108,0.001422199034622233,0.00018845547463953202,0.0028917011758925297
109,0.0012026226583034976,0.00020781589831274591,0.009189588814287594
110,0.0009575956010896908,0.00017147277991936885,0.01144948837616922
111,0.0008438014927761335,0.00016388121538942583,0.006288581831062115
112,0.0009094391364334641,0.0001548603064101802,0.009437057168198456
113,0.0008707838829937636,0.00014262361851012284,0.011353516482478497
114,0.0009756826529107792,0.00017143175845328522,0.0035766302546682326
115,0.0007560289247378119,0.0012728335846316583,0.0013536851114814023
116,0.0008644742062499159,0.002701630570778721,0.0004984794083468028
117,0.0006212233918057265,0.006759208097049084,0.0019462310914317832
118,0.000794458343175632,0.0286825541161785,0.003577403145180525
119,0.00042438028858190303,0.043433957684196924,0.002894111804811186
120,0.0004912860841661887,0.08081203684406846,0.0016961827457539346
121,0.0003168859620927833,0.05839797060348486,0.0007387458018983077
122,0.00035629375519132927,0.023899181415081808,0.0006195877366209109
123,0.0005748728244246817,0.014963173809902449,0.0005084597046094897
124,0.0005823145551594758,0.029841801709201383,0.0003875014418123388
125,0.0018788384714801061,0.07379746676643233,0.00030989752179409963
126,0.0008120010538014436,0.05672518877116473,0.000941915946896188
127,0.0008188298808435272,0.02673236011086326,0.001699507832343347
128,0.0005104684636248031,0.03920378771267439,0.0005839529606562696
129,0.0015100263178618135,0.12806747794935577,0.00042069705561612194
130,0.01421635507033084,0.16554464164533114,0.00018548348529484908
